,Symbol,Start,End,Label,Market.Cap,Sector,Income,Sales,Employees,price.to.earnings,Price.Earnings.to.Growth,Price.to.Sales.Ratio,Price.to.Book,Price.to.free.cash.flow,debt.to.equity,EPS..ttm.,Inst.Own,ROE,ROI,Profit.Margin,Shs.Outstand,Beta
159,APDN,5.32,4.18,DOWN,22930886,Health Care,-12200000,17600000,78,0,0,1.29,2.32,0,0,-1.59,0.083,-1.44,-1.266,-0.693,12880000,0.7
160,APEI,30.18,22.11,DOWN,243334262,Consumer Discretionary,-95600000,556600000,5800,0,0,0.43,0.74,6.48,0.5,-5.07,0,-0.245,0.04,-0.172,18860000,0.75
161,APEN,3.63,7.88,UP,259579564,Health Care,-35900000,68500000,107,0,0,3.76,6.25,0,0,-0.97,0.744,-0.787,-0.145,-0.594,40880000,2.27
162,API,39.78,16.94,DOWN,327997000,Technology,-99900000,165000000,1311,0,0,2.12,0.44,0,0,-0.89,0.516,-0.118,-0.094,-0.605,111650000,0
163,APLD,0.23,25.02,UP,208739245,Finance,-12900000,14900000,55,0,0,15.72,3.47,0,0.22,-0.19,0.242,0,-0.269,0,93110000,4.93
164,APLS,54.59,47.95,DOWN,6640259034,Health Care,-638400000,96600000,476,0,0,54.01,15.17,0,1.61,-6.77,0.89,-2.722,-0.861,0,106630000,1.24
165,APLT,22.07,9.16,DOWN,37283281,Health Care,-104600000,0,33,0,0,0,0.75,0,0,-3.97,0.656,-1.927,0,0,48020000,1.52
166,APM,2.48,1.55,DOWN,22493052,Health Care,-10900000,1400000,26,0,0,14.93,0.98,0,0.13,-0.3,0.044,-0.363,-0.811,0,35680000,-0.04
167,APPF,177.05,123.07,DOWN,4343275951,Technology,-49800000,443400000,1600,0,0,8.95,14.42,205.54,0,-1.43,0.801,-0.177,-0.042,-0.112,35040000,1.03
168,APPH,14.93,4,DOWN,221465505,Consumer Staples,-165000000,13100000,500,0,0,15.76,0.57,0,0.48,-1.63,0.381,-0.419,-0.388,0,105890000,0
169,APPN,143.7,68.5,DOWN,3565980682,Technology,-123700000,421700000,1798,0,0,5.97,12.67,0,0,-1.72,0.731,-0.528,-0.362,-0.293,72390000,1.63
170,APPS,52.32,62.84,UP,1449041840,Technology,36200000,778200000,844,35.81,3.58,1.53,2.07,9.54,0.82,0.34,0.743,0.07,0.08,0.046,97820000,2.32
171,APRE,4.73,2.94,DOWN,15681577,Health Care,-123400000,0,16,0,0,0,0,0,0,-5.5,0.085,-4.458,0,0,53000000,0
172,APTO,4.37,1.41,DOWN,41966416,Health Care,-57700000,0,41,0,0,0,1.26,0,0,-0.64,0.351,0,0,0,85770000,1.38
173,APTX,3.44,2.82,DOWN,20314715,Health Care,-78300000,0,40,0,0,0,0.35,0,0.39,-1.16,0.505,-0.905,-0.684,0,67720000,1.12
174,APVO,37.18,7.91,DOWN,15679184,Health Care,6300000,9900000,54,2.47,0,1.48,0.62,0,0.19,1.16,0.16,1.098,0,0.713,5090000,5.28
175,APWC,2.25,1.99,DOWN,26388771,Industrials,-2900000,458700000,1190,0,0,0.06,0.18,0,0.39,-0.2,0.01,-0.019,-0.016,-0.006,20020000,0.63
176,APYX,6.91,12.59,UP,172692305,Health Care,-17600000,51400000,272,0,0,3.35,3.76,0,0,-0.51,0.61,-0.346,-0.275,-0.342,34460000,1.52
177,AQMS,3.46,1.24,DOWN,64806938,Utilities,-13700000,200000,23,0,0,296.28,2.33,0,0.01,-0.19,0.186,-0.49,-0.465,0,75220000,1.44
178,AQST,5.54,3.94,DOWN,46415069,Health Care,-73000000,49900000,157,0,0,0.99,0,0,0,-1.76,0.315,0,1.702,0,53420000,2.81
179,ARAV,5.35,2.23,DOWN,42115211,Health Care,-55600000,6100000,23,0,0,6.44,1.7,0,0,-2.37,0.183,-1.341,0,0,30500000,2.4
180,ARAY,4.25,4.84,UP,187784396,Health Care,-5300000,429900000,1044,0,0,0.46,3.67,0,3.39,-0.06,0.684,-0.106,0.021,-0.012,93040000,1.65
181,ARCB,43.08,116.95,UP,1942947635,Industrials,301200000,4930000000,14000,6.59,0.49,0.37,1.76,8.66,0.21,11.54,0.912,0.264,0.188,0.053,24610000,1.56
182,ARCE,34.48,21.54,DOWN,654643859,Consumer Discretionary,-11700000,287000000,2986,0,0,2.22,1.66,0,0.88,-0.22,0,-0.032,0.039,-0.041,55920000,0.81
183,ARCT,48.9,38.88,DOWN,472527627,Health Care,-165500000,40600000,177,0,0,14.55,3.55,0,0.37,-6.28,0.793,-0.785,0,0,26430000,2.51
184,ARDS,6.04,2.32,DOWN,18586672,Health Care,-48700000,3000000,34,0,0,8.02,0,0,0,-3.41,0.081,2.969,5.914,0,24910000,1.41
185,ARDX,6.47,1.13,DOWN,231937899,Health Care,-134800000,5200000,86,0,0,39.78,3.89,0,0.5,-1.13,0.354,-1.917,-1.343,0,145540000,1.47
186,ARGX,297.04,353.03,UP,21428569778,Health Care,-908800000,262600000,650,0,0,79.1,6.72,0,0,-17.47,0.633,-0.355,-0.14,0,55060000,0.84
187,ARKO,9.02,8.78,DOWN,1229563310,Energy,76700000,8540000000,11236,17.53,0,0.14,5.07,0,3.87,0.58,0.583,0.313,0.108,0.009,121530000,0
188,ARKR,18.06,16.74,DOWN,74420413,Consumer Discretionary,15300000,179600000,926,4.58,0,0.4,1.17,4.47,0.42,4.26,0.159,0.284,0.186,0.085,3560000,1.03
189,ARLP,4.65,12.39,UP,3095931630,Energy,297800000,1970000000,2990,10.34,0,1.53,2.3,0,0.32,2.34,0.279,0,0.132,0,127190000,1.37
190,AROW,28.17,33.95,UP,580453587,Finance,47000000,122100000,512,12.08,1.75,4.69,1.59,14.53,0.07,2.84,0.451,0.136,0.241,0.403,16490000,0.68
191,ARQT,28.44,20.48,DOWN,1058698565,Health Care,-260000000,0,147,0,0,0,4.87,0,0.37,-5.14,0.806,-0.937,0,0,59990000,0
192,ARRY,42.42,15.94,DOWN,2714141653,Technology,-113800000,1130000000,1135,0,0,2.07,36.23,0,12.75,-0.82,0,-4.255,-0.022,-0.1,150200000,0
193,ARTL,12.53,8.06,DOWN,8263230,Health Care,-10300000,0,4,0,0,0,0.33,0,0,-4.53,0.033,-0.419,0,0,2830000,2.52
194,ARTNA,36.79,46.11,UP,498179913,Utilities,17600000,94800000,245,27.52,6.88,5.18,2.68,0,1.03,1.87,0.583,0.099,0.064,0.186,9450000,0.18
195,ARTW,3.08,3.47,UP,10004199,Industrials,400000,28300000,131,22.64,0,0.35,0.89,0,0.77,0.09,0.057,-0.039,0.027,-0.014,4700000,0.44
196,ARVL,26.61,7.86,DOWN,504718532,Consumer Discretionary,-1090700000,0,2695,0,0,0,0.27,0,0.38,-1.82,0.13,-1.304,0,0,486070000,0
197,ARVN,83.84,79.84,DOWN,2682611176,Health Care,-233100000,91100000,280,0,0,24.04,3.37,4.35,0,-4.46,0.97,-0.312,0,0,53200000,1.89
198,ARWR,74.83,67.35,DOWN,3681426933,Health Care,-153900000,249900000,329,0,0,14.24,8,0,0,-1.48,0.697,-0.365,-0.365,-0.616,105750000,1.41
199,ASLE,15,17.48,UP,1093504510,Consumer Discretionary,53200000,452500000,509,19.37,0,2.2,2.08,9.3,0,0.95,0.647,0.126,0.11,0.118,51730000,0.51
200,ASLN,1.86,1.11,DOWN,27207397,Health Care,-37500000,0,27,0,0,0,0.69,0,0.81,-0.51,0.336,0,0,0,69740000,1.42
201,ASMB,6.04,2.29,DOWN,79678668,Health Care,-126600000,6300000,102,0,0,11.3,0.58,0,0,-2.74,0.351,-0.762,-0.771,0,48290000,0.71
202,ASML,500,800.22,UP,1.88E+11,Technology,5520000000,19500000000,34720,35.09,1.18,10.1,24.36,27.74,0,13.78,0.198,0.646,0.389,0.283,399420000,1.36
203,ASND,165.49,136.41,DOWN,6394177020,Health Care,-388600000,18800000,639,0,0,369.47,11.59,0,0.84,-6.92,0,-0.498,-0.457,0,57030000,0.54
204,ASO,21.19,42.72,UP,3492861894,Consumer Discretionary,641700000,6560000000,22011,6,0.55,0.52,2.35,8.12,0.45,7.2,0,0.436,0.333,0.098,79740000,0
205,ASPS,12.34,11.42,DOWN,186334204,Finance,24600000,161900000,2024,10.65,0.53,1.42,0,0,0,1.32,0.34,-0.253,0.148,0.152,16080000,1.07
206,ASPU,10.27,2.46,DOWN,10271070,Consumer Discretionary,-12400000,76200000,312,0,0,0.13,0.26,0,0.38,-0.49,0.372,-0.289,-0.155,-0.163,25200000,1.36
207,ASRT,1.76,2.19,UP,125022546,Health Care,25200000,130500000,19,4.91,0.2,0.95,0.97,0,0.48,0.55,0.287,0.23,0.049,0.193,48180000,1.67
208,ASRV,3.1,3.85,UP,68963847,Finance,8400000,46900000,319,8.01,0,1.44,0.63,33.68,0,0.49,0.399,0.066,0.256,0.158,17110000,0.64
209,ASTC,1.83,0.68,DOWN,20373854,Industrials,-8300000,900000,14,0,0,24.82,0.39,0,0.02,-0.17,0.181,-0.148,-0.159,0,48290000,-0.64
210,ASTE,57.76,68.9,UP,1001940400,Industrials,300000,1140000000,4041,4392,439.2,0.88,1.56,0,0.01,0.01,0.989,0,0.036,0,22850000,1.56
211,ASTI,37,13.5,DOWN,94666965,Technology,-12800000,1300000,51,0,0,75.44,0,0,0,-1.75,0.0074,9.042,-1.57,0,30590000,1.58
212,ASTS,12.95,8.14,DOWN,391189445,Consumer Discretionary,-12600000,18300000,386,0,0,78.45,4.25,0,0.05,-0.24,0.226,-0.132,-0.827,-0.69,51870000,0
213,ASUR,7.28,7.51,UP,132533373,Technology,-7900000,83700000,508,0,0,1.57,0.9,12.65,0.24,-0.38,0.651,-0.05,0.027,-0.094,20110000,0.84
214,ASYS,6.36,9.78,UP,128753839,Technology,13900000,100200000,296,9.5,0.48,1.31,1.37,0,0,0.98,0.691,0.158,0.02,0.138,13890000,1.31
215,ATCX,7.49,8.41,UP,280942221,Consumer Discretionary,-15100000,575700000,3600,0,0,0.49,0,36.51,0,-0.44,0.284,0.122,0.075,-0.026,35930000,0.73
216,ATEC,14.04,11.62,DOWN,1084240646,Health Care,-163400000,291900000,561,0,0,3.53,98.2,0,31.21,-1.63,0.504,-2.682,-0.334,-0.56,102850000,1.41
217,ATEX,36.79,59.12,UP,729643219,Consumer Discretionary,-38700000,1200000,73,0,0,586.55,4.21,66.4,0,-2.08,0.8,-0.263,-0.203,0,18950000,0.65
218,ATHA,29.77,12.41,DOWN,126122110,Health Care,-77300000,0,34,0,0,0,0.41,0,0,-1.99,0.641,-0.249,0,0,37670000,0
219,ATHE,1.4,0.77,DOWN,15845258,Health Care,-8200000,5120000,12,0,0,3.47,0.66,0,0,-0.2,0.018,-0.363,0,0,40120000,1.19
220,ATHX,45,21.89,DOWN,32036524,Health Care,-83800000,10700000,104,0,0,2.65,0,0,0,-8.61,0.128,-9.771,0,0,12930000,-0.58
221,ATIF,4.34,3.64,DOWN,12734332,Consumer Discretionary,-1900000,900000,24,0,0,15.52,1.91,0,0,-0.2,0.0004,0,-0.252,0,9630000,-0.51
222,ATLC,22.62,72.47,UP,414836930,Finance,150600000,536300000,328,3.47,0.17,0.72,1.33,0,5.42,7.51,0.159,0.54,0.104,0.281,14740000,1.65
223,ATLO,23.31,24.43,UP,199985794,Finance,20200000,59200000,261,10.13,0,3.43,1.3,12.47,0,2.23,0.199,0.122,0.241,0.389,9060000,0.55
224,ATNF,2.51,3.92,UP,11587560,Health Care,23800000,0,7,0.55,0,0,0.31,0,0.02,0.7,0.066,0.595,0,0,37700000,0.42
225,ATNI,44.56,40.18,DOWN,677350763,Telecommunications,-28500000,721300000,2300,0,0,0.95,1.21,0,0.67,-1.8,0.683,-0.043,-0.014,-0.036,15750000,0.34
226,ATNX,11.32,1.5,DOWN,30464342,Health Care,-185300000,117900000,652,0,0,0.26,1.82,0,10.16,-1.68,0.294,-3.005,-0.862,0,156790000,1.11
227,ATOM,15.9,20.55,UP,214658527,Technology,-16900000,400000,19,0,0,532.85,9.83,0,0.23,-0.74,0.32,-0.634,-0.459,0,22940000,1.55
228,ATOS,0.95,1.66,UP,125294557,Health Care,-21500000,0,4,0,0,0,0.84,0,0,-0.17,0.25,-0.158,0,0,126620000,1.66
229,ATRA,19.64,16.12,DOWN,436425730,Health Care,-247700000,71800000,434,0,0,6,1.87,0,0,-2.56,0,-0.924,-1.217,0,101600000,1.01
230,ATRC,53.79,68.52,UP,1962370040,Health Care,53300000,302800000,875,35.28,1.76,6.08,4.04,0,0.15,1.15,0,0.11,0.099,0.172,45690000,1.23
231,ATRI,654.1,699.9,UP,1069557373,Health Care,34300000,179200000,667,33.12,0,6.32,4.58,343.19,0,19,0.709,0.14,0.126,0.191,1790000,0.28
232,ATRO,12.14,11.97,DOWN,297354811,Industrials,-19700000,473200000,2100,0,0,0.74,1.21,0,0.54,-0.62,0.721,-0.077,-0.04,-0.042,32080000,1.71
233,ATSG,30.94,28.99,DOWN,2182669572,Consumer Discretionary,210800000,1940000000,5280,11.24,22.49,1.08,1.5,75.49,0.96,2.54,0,0.162,0.095,0.11,73980000,0.72
234,ATVI,89.9,67.49,DOWN,56963654496,Consumer Discretionary,1880000000,7640000000,9800,29.71,2.14,7.22,3.05,28.68,0.2,2.39,0.822,0.106,0.132,0.246,782000000,0.49
235,ATXI,89.55,13.22,DOWN,9885882,Health Care,-5200000,0,4,0,0,0,4.07,0,0,-4,0.011,-4.159,0,0,4130000,-0.58
236,ATXS,13.5,5.08,DOWN,146164544,Health Care,-43900000,0,29,0,0,0,36.43,0,0,-3.38,0.505,-2.305,0,0,13020000,1.05
237,AUB,32.4,37.36,UP,2594462071,Finance,199900000,605800000,1876,12.94,1.62,4.29,1.08,9.54,0.17,2.66,0.734,0.093,0.179,0.395,74850000,1.06
238,AUBN,41.55,32.18,DOWN,82977964,Finance,7800000,27500000,152,10.57,0,2.97,1.08,0,0,2.21,0.078,0.087,0.224,0.295,3510000,0.58
239,AUDC,27.39,34.77,UP,645032236,Utilities,31100000,264200000,885,19.74,2.19,2.22,3.21,57.05,0,0.94,0.454,0.159,0.164,0.118,31810000,0.59
240,AUID,4.44,14.4,UP,29995196,Technology,-23600000,1400000,60,0,0,20.66,3.61,0,1.08,-1,0.14,-2.088,-1.475,0,24670000,2.19
241,AUPH,13.54,22.78,UP,1156421275,Health Care,-156700000,87900000,300,0,0,8.27,1.69,0,0,-1.16,0.37,-0.38,-0.379,0,141730000,0.92
242,AUTL,9.36,5.29,DOWN,261647446,Health Care,-154800000,600000,324,0,0,339.84,0.97,0,0,-1.84,0.561,-0.593,-0.45,0,90930000,1.53
243,AVAV,85.93,62.2,DOWN,2292250235,Industrials,1400000,453200000,1214,1520,83.52,4.8,3.52,0,0.31,0.06,0.882,0.002,0.009,0.003,24800000,0.54
244,AVCO,1.12,0.89,DOWN,39217405,Real Estate,-8500000,1400000,5,0,0,41.48,0,0,14.5,-0.1,0.009,-5.292,-1.402,0,88930000,0.81
245,AVCT,111.75,33.15,DOWN,23168316,Technology,-101300000,19400000,356,0,0,1.73,0,0,0,-30.39,0.053,0,-2.46,0,32480000,0.83
246,AVDL,6.66,8.02,UP,394989861,Health Care,-134200000,0,66,0,0,0,0,0,0,-2.28,0.571,-2.343,0,0,59040000,1.52
247,AVEO,5.97,4.81,DOWN,512684320,Health Care,-36100000,79000000,115,0,0,6.49,16.61,0,1.25,-1.05,0.454,-0.878,0,-0.457,34500000,1.03
248,AVGO,425.22,665.08,UP,1.90E+11,Technology,9830000000,31680000000,20000,20.7,1.36,6.4,9.22,23.86,1.89,22.96,0.783,0.438,0.128,0.31,424480000,1.1
249,AVGR,11.86,9.5,DOWN,7321385,Health Care,-28700000,8800000,74,0,0,0.78,1.04,0,0,-5.78,0.061,-3.118,-0.718,0,7040000,1.52
250,AVID,14.58,32.5,UP,1238263030,Technology,48000000,419000000,1405,23.86,1.59,2.64,0,23.61,0,1.05,0.815,-0.371,1.11,0.114,44740000,1.27
251,AVIR,41.42,9.05,DOWN,499551618,Health Care,15500000,225000000,63,51.49,0,2.15,0.74,0,0,0.11,0.703,0.024,0.17,0.069,83260000,0
252,AVNW,17.25,32.11,UP,366215250,Telecommunications,21200000,303000000,636,16.37,1.36,1.08,1.62,327.56,0,1.78,0.742,0.109,0.096,0.07,11150000,1.74
253,AVO,15,15.76,UP,1176558997,Consumer Discretionary,24300000,1040000000,2800,48.51,7.24,1.13,2.16,0,0.29,0.34,0.229,0.046,0.057,0.023,70660000,0
254,AVPT,14.84,6.54,DOWN,803680788,Technology,-39200000,213800000,1934,0,0,3.5,2.98,1870.85,0,-0.22,0.412,-0.16,-0.215,-0.183,182490000,0
255,AVRO,14.57,3.85,DOWN,30554179,Health Care,-118700000,0,122,0,0,0,0.24,0,0.13,-2.72,0.62,-0.76,0,0,43700000,1.57
256,AVT,35.37,41.31,UP,3738264178,Technology,765300000,25480000000,15300,5.41,0.52,0.15,0.98,0,0.58,7.78,0,0.184,0.137,0.03,94050000,1.33
257,AVTX,31.68,20.04,DOWN,56484630,Health Care,-71600000,3800000,42,0,0,14.99,0,0,0,-7.83,0.616,-4.492,-1.466,0,9400000,1.7
258,AVXL,5.29,17.4,UP,950122915,Health Care,-45400000,0,25,0,0,0,5.89,0,0,-0.59,0.328,-0.303,0,0,77440000,0.79
259,AWH,6.31,1.93,DOWN,49469962,Health Care,-36200000,7500000,106,0,0,5.89,3.01,0,0.21,-0.32,0.158,-1.384,-0.962,0,112240000,2.79
260,AWRE,3.41,3.19,DOWN,35427362,Technology,-5400000,17100000,81,0,0,2.05,0.86,0,0,-0.25,0.333,-0.132,-0.14,-0.316,21660000,0.21
261,AXDX,8.02,5.11,DOWN,124815509,Health Care,-63800000,13300000,220,0,0,9.77,0,0,0,-0.94,0.225,1.318,-0.847,0,76230000,1.23
262,AXGN,17.51,9.28,DOWN,480765840,Health Care,-31600000,128200000,428,0,0,3.6,4.41,0,0.45,-0.76,0.768,-0.292,-0.162,-0.247,41990000,0.54
263,AXLA,5.04,2.06,DOWN,44100715,Health Care,-73800000,0,59,0,0,0,4.99,0,2.71,-1.73,0.648,-2.831,0,0,52620000,1.04
264,AXNX,49.14,56.22,UP,3586269586,Health Care,-75500000,240900000,517,0,0,13.45,6.36,0,0,-1.66,0,-0.171,-0.15,-0.333,49480000,0.42
265,AXON,116.85,156.07,UP,10294909566,Consumer Discretionary,140800000,991600000,2148,76.55,6.38,10.48,8.84,280.99,0,1.94,0.775,0.126,-0.083,0.142,71040000,0.7
266,AXSM,81.44,38.02,DOWN,1932940330,Health Care,-149900000,8800000,108,0,0,240.45,145.69,0,6.15,-3.92,0.567,-6.796,0,0,39080000,1.75
267,AXTI,9.83,8.64,DOWN,196566672,Technology,14100000,145700000,1008,14.98,1,1.41,0.98,0,0.16,0.33,0.559,0.068,0.058,0.097,42000000,1.89
268,AY,39.29,36.09,DOWN,3196803954,Utilities,-19200000,1160000000,655,0,0,2.71,2,9.58,3.57,-0.18,0.479,-0.012,0.042,-0.017,114340000,0.82
269,AYLA,11.26,8.75,DOWN,11347495,Health Care,-38100000,2300000,35,0,0,4.46,0.6,0,0,-2.53,0.485,-1.316,-1.169,0,15310000,0
270,AYTU,6.23,1.37,DOWN,10438752,Health Care,-110200000,96700000,164,0,0,0.1,0.12,0,0.39,-3.81,0.115,-1.359,-1.731,0,62430000,-0.21
271,AZN,50.52,58.47,UP,1.82E+11,Health Care,-1253000000,44040000000,83100,0,0,4.28,5.27,85.44,0.82,-0.42,0.185,-0.033,0.02,-0.028,3100000000,0.51
272,AZPN,130.7,152,UP,15448793220,Technology,53100000,579100000,3574,192.7,10.59,25.39,0.87,75.48,0.02,1.18,0.421,0.015,0.004,0.1,50180000,1.01
273,AZTA,66.32,103.18,UP,3353787161,Health Care,-28400000,554900000,2900,0,0,5.53,0.92,0,0,-0.38,0,0,-0.008,0,74990000,1.52
274,AZYO,13.2,6.28,DOWN,110475434,Health Care,-34900000,46500000,162,0,0,2.45,0,0,0,-2.92,0.886,-5.258,-0.566,-0.751,13620000,0
275,BACK,1.61,1.15,DOWN,11188864,Health Care,-11600000,16800000,154,0,0,0.56,0.68,0,0.01,-0.44,0.167,-0.65,-0.549,-0.689,26800000,-0.42
276,BAND,158.47,72.87,DOWN,301116600,Technology,-28200000,524600000,1100,0,0,0.94,2.33,100.97,2.9,-1.12,0.822,-0.088,0.002,-0.055,25280000,0.9
277,BANF,58.12,70.36,UP,3146656183,Finance,174100000,349800000,1948,18.64,2.66,9.08,2.69,28.32,0.07,5.22,0.55,0.138,0.225,0.46,32750000,1.11
278,BANR,46.12,60.96,UP,2563014255,Finance,190900000,533600000,1891,13.13,1.88,4.7,1.68,0,0.12,5.53,0.88,0.124,0.254,0.371,34310000,1.01
279,BBBY,18.03,14.93,DOWN,367157475,Consumer Discretionary,-1161900000,6830000000,32000,0,0,0.05,0,0,0,-13.68,0.818,0,-0.369,-0.17,79710000,1.57
280,BBCP,3.85,8.18,UP,363370928,Consumer Discretionary,23600000,374200000,1300,16.71,0,1.06,1.36,0,1.39,0.42,0.636,0.088,0.031,0.063,54010000,0.88
281,BBGI,1.63,1.95,UP,31611485,Consumer Discretionary,-9100000,254200000,811,0,0,0.12,0.13,0,1.18,-0.31,0.264,-0.036,0.045,-0.036,29420000,1.12
282,BBIG,0.85,1.74,UP,215329021,Consumer Discretionary,-1018700000,18800000,45,0,0,8.79,0,0,0,-15.03,0.21,0,-0.509,0,210590000,0.19
283,BBIO,63.64,14.55,DOWN,1575117033,Health Care,-509400000,90700000,576,0,0,14.97,0,0,0,-3.49,0.957,0.554,-0.691,0,146690000,0.59
284,BBSI,65.76,69.11,UP,620153345,Consumer Discretionary,43800000,1010000000,121660,16.11,1.07,0.67,3.89,0,0,5.89,0.878,0.226,0.148,0.043,7160000,1.31
285,BCAB,33.77,20.25,DOWN,258485936,Health Care,-99500000,0,56,0,0,0,1.84,0,0,-2.73,0.714,-0.5,-0.454,0,37540000,0
286,BCBP,11.1,15.49,UP,335318802,Finance,43300000,120900000,292,7.89,0.79,2.77,1.31,10.13,0.15,2.5,0.407,0.146,0.282,0.297,16980000,0.65
287,BCDA,3.51,2.07,DOWN,34717269,Health Care,-12000000,1900000,28,0,0,17.56,4.92,0,0,-0.7,0.173,-1.266,-1.214,0,17650000,1.14
288,BCEL,15.77,3.02,DOWN,56150539,Health Care,-109600000,0,105,0,0,0,0.54,0,0,-2.91,0.533,-0.752,0,0,38590000,0.67
289,BCLI,4.54,4.23,DOWN,127336768,Health Care,-23900000,0,43,0,0,0,14.91,0,0,-0.66,0.11,-1.437,0,0,36460000,-0.31
290,BCML,14.94,19.01,UP,252617636,Finance,24400000,98900000,307,9.85,0.98,2.54,0.81,21.8,0.22,1.95,0.611,0.078,0.193,0.229,13580000,0.7
291,BCOR,15,17.33,UP,1065217187,Finance,22500000,916900000,1100,52.11,3.47,1.15,3.02,0,1.4,0.45,0.986,0,0.044,0,47850000,1.26
292,BCOV,17.99,10.33,DOWN,282601767,Technology,-2500000,212600000,703,0,0,1.08,2.24,16.12,0,-0.06,0.883,-0.026,0.07,-0.012,41720000,0.68
293,BCPC,115.34,169.05,UP,4490137695,Industrials,108700000,876600000,1359,39.81,1.66,4.89,4.72,57.8,0.48,3.34,0.909,0.123,0.1,0.124,32000000,0.65
294,BCRX,7.38,13.79,UP,2501072032,Health Care,-209600000,203600000,358,0,0,12.16,0,0,0,-1.14,0.825,1.229,-0.259,-0.953,185600000,1.99
295,BCYC,19.2,58.5,UP,738935562,Health Care,-87100000,16300000,119,0,0,40.95,2.23,0,0.1,-3.04,0.924,-0.301,-0.17,0,29650000,0.76
296,BDSX,19.8,4.41,DOWN,40381868,Health Care,-56200000,31300000,218,0,0,1.33,5.35,0,2.65,-1.81,0.093,-4.39,-1.301,0,39240000,0
297,BDTX,32.25,5.42,DOWN,86124534,Health Care,-109400000,0,88,0,0,0,0.53,0,0,-3.02,0.601,-0.591,0,0,36290000,0
298,BEAM,83.14,81.63,DOWN,3154699995,Health Care,-234000000,76900000,341,0,0,34.45,3.33,21.54,0.01,-3.41,0.88,-0.283,-0.472,0,70210000,0
299,BEEM,55.81,20.05,DOWN,124074457,Technology,-8800000,13000000,78,0,0,10.14,3.58,0,0,-0.94,0.245,-0.275,-0.254,-0.676,10070000,1.15
300,BFC,65.3,72.81,UP,776462094,Finance,43900000,100000000,287,15.65,0,8.08,2.16,38.3,0.06,5.8,0.232,0.138,0.213,0.439,9040000,0.33
301,BFI,13.18,5.97,DOWN,42726205,Consumer Discretionary,-196200000,136400000,834,0,0,0.3,0.37,0,0.64,-9.47,0.209,-1.109,-0.574,0,22250000,0.23
302,BFIN,8.69,10.84,UP,129956432,Finance,9400000,51300000,199,14.06,1.76,2.53,0.87,0,0.13,0.72,0.614,0.061,0.241,0.184,13060000,0.46
303,BFST,20.18,28.36,UP,623862630,Finance,48400000,203900000,648,10.8,0,3.03,1.21,15.24,0.26,2.22,0.307,0.11,0.257,0.238,25110000,0.88
304,BGCP,3.84,4.62,UP,1481913541,Finance,105800000,1880000000,3920,17.71,1.23,0.79,2.21,2.69,1.58,0.22,0.656,0.163,-0.069,0.056,375610000,1.65
305,BGFV,10.16,19.57,UP,285399843,Consumer Discretionary,62100000,1060000000,7800,4.87,0,0.28,1.08,0,0.03,2.77,0.487,0.331,0.372,0.085,21680000,2.56
306,BGNE,261.01,273.41,UP,17552211730,Health Care,-2005200000,1070000000,8600,0,0,18.69,3.74,0,0.11,-20.42,0.632,-0.386,-0.206,0,102810000,0.81
307,BHAT,8.94,4.3,DOWN,23572659,Consumer Discretionary,-58600000,15200000,80,0,0,0.39,0.21,0,0.09,-11.6,0.047,-0.996,-3.68,0,9480000,0
308,BHF,35.22,52.07,UP,4118726055,Finance,1970000000,11060000000,1500,2.21,0.06,0.36,0.41,5.77,0.31,25.54,0.834,0.143,0.003,0.178,74570000,1.37
309,BIDU,216.8,150.61,DOWN,26662677583,Technology,-1704000000,16860000000,45500,0,0,1.71,0.99,11.9,0.4,-4.94,0.363,-0.058,0.01,-0.101,345550000,0.56
310,BIGC,58.34,36.21,DOWN,1096238859,Technology,-132600000,258400000,1337,0,0,2.47,7.46,0,0,-1.83,0.727,-1.073,-0.16,-0.513,73080000,0
311,BIIB,242.95,240,DOWN,40754557353,Health Care,2860000000,10360000000,9610,14.5,0,4,3.22,18.49,0.49,19.63,0.878,0.245,0.153,0.276,144400000,0.19
312,BILI,94.74,47.74,DOWN,3483325977,Technology,-1240000000,2870000000,12281,0,0,1.57,1.9,0,1.02,-3.17,0.3,-0.439,-0.161,-0.432,394740000,0.96
313,BIMI,8.55,2.54,DOWN,9627016,Consumer Staples,-38300000,25600000,524,0,0,0.33,0.36,0,0.61,-5.69,0.007,-2.093,-1.69,0,22860000,0.07
314,BIOC,4.74,3.66,DOWN,13876752,Health Care,-8200000,63400000,174,0,0,0.22,0.39,15.53,0.06,-0.52,0.113,-0.229,-0.063,-0.129,16920000,0.72
315,BIOL,11.75,10,DOWN,16322108,Health Care,-19200000,44300000,158,0,0,0.27,0.45,0,0,-3.12,0.205,-0.785,-0.347,-0.432,6850000,1.46
316,BIOR,5.22,2.13,DOWN,72596582,Health Care,-140100000,800000,124,0,0,69.07,0,0,0,-0.99,0.284,1.382,-2.865,0,184370000,0
317,BIOX,6.15,13.75,UP,884814150,Industrials,-7300000,330600000,565,0,0,2.57,4.92,0,1.33,-0.14,0.205,-0.077,0.074,-0.022,45790000,0.35
318,BIVI,17.59,4.59,DOWN,127855705,Health Care,-26100000,0,13,0,0,0,27.93,0,3.27,-1.06,0.042,-2.09,0,0,24980000,2.67
319,BJRI,37.41,35.35,DOWN,776097393,Consumer Discretionary,-4500000,1230000000,21000,0,0,0.62,2.12,0,0.15,-0.2,0.952,-0.013,-0.002,-0.004,23430000,1.85
